assunto|ementa
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| Apelação cível. Consumidor. Declaratória de inexistência de contrato de cartão de crédito, Improcedência do pedido. Inconformismo. Operação financeira efetuada pela parte ré que se revela como complexa. Utilização de mecanismos do instituto de crédito consignado para garantia de pagamento de parcela mínima do débito, com remessa do remanescente do débito para financiamento com taxas próprias das operações de cartão de crédito. Operação montada que representa, à toda evidencia, onerosidade excessiva e não previamente comunicada ao consumidor. Contrato sui generis, aliás não exibido pela parte ré. Ofensa, pela demandada, dos termos do art. 52, e seus incisos, do CDC. Abuso de poder econômico e procedimento incorreto da financeira, violando o princípio da boa-fé processual e da transparência de sua atuação. Revisão do débito principal que se aplica, lançando a atualização daquele consoante os termos do contrato de crédito consignado, que é o que foi aceito originalmente pelo recorrente, compensando-se valores já pagos. Autor, por sua vez, que se utilizou, à larga, das facilidades do cartão de crédito, incorrendo em débito que apresentou crescimento exponencial. Inconformismo posterior do mesmo. Ausência de qualquer reclamação anterior ou demonstração de ato de inconformismo que aponta a inexistência de boa fé do recorrente neste ponto. Danos morais que não se reconhecem. Provimento parcial do apelo. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| APELAÇÃO CÍVEL. CONSUMIDOR. AÇÃO DE OBRIGAÇÃO DE FAZER C/C INDENIZAÇÃO POR DANO MATERIAL E MORAL. PLANO DE SAÚDE. NEGATIVA DE COBERTURA DE PROCEDIMENTO CIRÚRGICO (CARDÍACO) EM CARÁTER DE URGÊNCIA, SOB ALEGAÇÃO DE EXISTÊNCIA DE PERÍODO DE CARÊNCIA. SENTENÇA DE PROCEDÊNCIA PARCIAL, CONDENANDO O REEMBOLSO DA QUANTIA PAGA PELO AUTOR E INDENIZAÇÃO POR DANOS MORAIS NO VALOR DE R$8.000,00 (OITO MIL REAIS). RECURSO DA PARTE RÉ PRETENDENDO A IMPROCEDÊNCIA DOS PEDIDOS E, SUBSIDIARIAMENTE, A REDUÇÃO DO VALOR DA INDENIZAÇÃO. RECURSO QUE NÃO MERECE PROSPERAR. CARÁTER EMERGENCIAL DO PROCEDIMENTO QUE AFASTA A NECESSIDADE DO CUMPRIMENTO DA CARÊNCIA. INTELIGÊNCIA DO ARTIGO 12 DA LEI Nº 9.656/98. CLÁUSULAS LIMITATIVAS OU OBSTATIVAS DAS OBRIGAÇÕES ASSUMIDAS PELAS SEGURADORAS DE SAÚDE QUE DEVEM SER INTERPRETADAS À LUZ DA BOA-FÉ OBJETIVA E DA MANEIRA MAIS FAVORÁVEL AO CONSUMIDOR (ART. 47 DO CDC). RISCO REAL DE AGRAVAMENTO PARA INSUFICIÊNCIA AÓRTICA E MORTE, JUSTIFICANDO A REALIZAÇÃO DA INTERVENÇÃO CIRÚRGICA, CONFORME CORROBORADO PELA PROVA PERICIAL REALIZADA NO FEITO, CUJA CONCLUSÃO MOSTRA-SE FAVORÁVEL AO AUTOR. NECESSIDADE DO PROCEDIMENTO EVIDENCIADA NOS AUTOS. DANO MORAL CONFIGURADO. VIOLAÇÃO À DIGNIDADE DA PESSOA HUMANA. PRECEDENTES DESTE E. TRIBUNAL. VERBA COMPENSATÓRIA QUE DEVE SER MANTIDA, POIS BEM DOSADA, ANTE AS CIRCUNSTÂNCIAS DO CASO CONCRETO, SENDO OBSERVADOS OS PRINCÍPIOS DA RAZOABILIDADE E PROPORCIONALIDADE E OS DEMAIS CRITÉRIOS APONTADOS PELA DOUTRINA. INCIDÊNCIA DA SÚMULA 343 DO TJRJ. PRECEDENTES DESTE EG. TRIBUNAL. DESPROVIMENTO DO RECURSO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA|  APELAÇÃO CÍVEL. AÇÃO DE OBRIGAÇÃO DE FAZER C/C COMPENSAÇÃO POR DANOS MORAIS. PLANO DE SAÚDE. AUTOR QUE NECESSITA DA REALIZAÇÃO DE PROCEDIMENTO CIRÚRGICO, PARA A CONSERVAÇÃO DOS MOVIMENTOS MUSCULARES DE SEU BRAÇO, DIANTE DE LESÃO OCORRIDA EM SEU OMBRO DIREITO. EMERGÊNCIA. NEGATIVA DE COBERTURA. CLÁUSULA ABUSIVA. PRAZO DE CARÊNCIA - 24 HORAS. LEI 9.596/98. HAVENDO NECESSIDADE DE INTERNAÇÃO DE EMERGÊNCIA É OBRIGATÓRIA A COBERTURA TOTAL DAS DESPESAS HOSPITALARES PELOS PLANOS DE SAÚDE, NÃO PODENDO SE EXIGIR, NOS TERMOS DA LEI 9.596/98, PRAZO DE CARÊNCIA SUPERIOR A 24 HORAS. Ademais, o autor comprova que era segurado pela UNIMED, sendo verossímil a alegação de que migrou de plano de saúde em razão de melhores condições e pela ausência da necessidade de cumprimento de um novo período de carência. ENUNCIADO Nº 597 DA SÚMULA DO STJ. DANO MORAL CONFIGURADO. OFENSA A DIGNIDADE HUMANA. QUANTUM FIXADO EM CONSONÂNCIA COM OS PRINCÍPIOS DE RAZOABILIDADE E PROPORCIONALIDADE. DESPROVIMENTO DO RECURSO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| AGRAVO DE INSTRUMENTO.TUTELA ANTECIPADA. AÇÃO DE OBRIGAÇÃO DE FAZER COM PEDIDO DE TUTELA DE URGÊNCIA PROPOSTA EM FACE DO PLANO DE SÁUDE- GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (ASSIM SAÚDE). AUTORA, APRESENTANDO DOR ABDOMINAL EM QUADRANTES INFERIORES DE INTENSIDADE E POUCO RESPONSIVA À MEDICAÇÃO ANALGÉSICA, EVOLUINDO COM FEBRE DE 39 GRAUS E DISCRETA DISTENSÃO ABDOMINAL, EVIDENCIANDO A TOMOGRAFIA ABDOME/PELVE ABSCESSO DE PAREDE COM CONTATO COM A BEXIGA, NECESSITANDO DE INTERNAÇÃO PARA TRATAMENTO MÉDICO E AVALIAÇÃO DE CIRURGIA. DECISÃO PROFERIDA NO PLANTÃO JUDICIAL QUE DEFERIU A TUTELA PROVISÓRIA DE URGÊNCIA PARA DETERMINAR AO PLANO DE SÁUDE QUE, NO PRAZO DE 02 (DUAS) HORAS, LIBERE A AUTORIZAÇÃO DE INTERNAÇÃO DA AUTORA PREFERENCIALMENTE NA CASA DE SAÚDE NOSSA SENHORA DO CARMO, EM CAMPO GRANDE, EM CUJA EMERGÊNCIA JÁ SE ENCONTRA, FORNECENDO-LHE TODOS E QUAISQUER SERVIÇOS/MATERIAIS/INSUMOS QUE SE FAÇAM NECESSÁRIOS, CONSOANTE RECOMENDAÇÃO MÉDICA, DEVENDO A AUTORA LÁ PERMANECER INTERNADA SEM QUALQUER LIMITAÇÃO TEMPORAL, ATÉ O SEU RESTABELECIMENTO COMPLETO, INTEGRALMENTE ÀS EXPENSAS DA RÉ, SOB PENA DE MULTA HORÁRIA DE R$ 2.000,00 (CINCO MIL REAIS). INCONFORMISMO DO PLANO DE SAÚDE, ALEGANDO, EM SÍNTESE, QUE O CONTRATO FOI FORMALIZADO HÁ 23 DIAS E QUE A OPERADORA NÃO NEGOU O PROCEDIMENTO REQUERIDO, APENAS INFORMOU QUE O PERÍODO DE INTERNAÇÃO SERIA DE 12 HORAS. IMPUGNA O VALOR DA MULTA, REQUERENDO SUA REDUÇÃO. DECISÃO QUE NÃO MERECE REFORMA. PRESENÇA DOS REQUISITOS DO ART. 300 DO CPC. PRETENSÃO DA AUTORA AMPARADA PELA CONSTITUIÇÃO FEDERAL. O ART. 35-C, I, DA LEI 9656/98, QUE DISPÕE SOBRE PLANOS E SEGUROS PRIVADOS DE ASSISTÊNCIA À SAÚDE, É CLARO AO ESTABELECER A OBRIGATORIEDADE DA INTERNAÇÃO COMO NO CASO EM TELA, INDEPENDENTEMENTE DO PLANO CONTRATADO. EXSURGE A RESPONSABILIDADE DA OPERADORA DO PLANO DE SAÚDE PELA MANUTENÇÃO E CUSTEIO DO TRATAMENTO DE SAÚDE DA AUTORA, UMA VEZ QUE A LEI Nº 9.656/98 PREVÊ O ATENDIMENTO OBRIGATÓRIO NAS HIPÓTESES DE INTERNAÇÃO EMERGENCIAL HOSPITALAR, O QUE CONDUZ AO COM OS CONSONÂNCIA RAZOABILIDADE PRINCÍPIOS DA ENTENDIMENTO DE SER ABUSIVA CLÁUSULA CONTRATUAL QUE ESTIPULA PRAZO DE CARÊNCIA. INTELIGÊNCIA DO DISPOSTO NO ARTIGO 51 DO CÓDIGO DE DEFESA DO CONSUMIDOR E DA SÚMULA 302 DO STJ. NEGATIVA ABUSIVA DE COBERTURA. MULTA APLICADA QUE SE DESTINA A COMPELIR A AGRAVANTE A SATISFAZER A DETERMINAÇÃO JUDICIAL. NO ENTANTO, MOSTRA-SE EXCESSIVO O VALOR DE R$ 2.000,00 HORÁRIO ARBITRADO EM TUTELA DE URGÊNCIA EM CASO DE DESCUMPRIMENTO DA DECISÃO, DEVENDO O MESMO SER REDUZIDO PARA R$ 300,00 (TREZENTOS REAIS) DIÁRIOS, VALOR ESSE QUE MOSTRA MAIS E EM PROPORCIONALIDADE, MERECENDO REFORMA APENAS NESSE PONTO A DECISÃO ATACADA. PARCIAL PROVIMENTO DO AGRAVO DE INSTRUMENTO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| DIREITO DO CONSUMIDOR. SAÚDE SUPLEMENTAR. PLANO DE SAÚDE. NEGATIVA DE CIRURGIA BARIÁTRICA, SOB ALEGAÇÃO DE CUMPRIMENTO DE PRAZO CARÊNCIA EM VIRTUDE DE DOENÇA PREEXISTENTE. PRETENSÃO CONDENATÓRIA EM OBRIGAÇÃO DE FAZER CUMULADA COM COMPENSATÓRIA POR DANO MORAL. SENTENÇA DE PROCEDÊNCIA PARCIAL DOS PEDIDOS. IRRESIGNAÇÃO DA PARTE RÉ. 1. Insurge-se a Apelante contra a d. sentença, que julgou parcialmente procedente o pedido autoral, sob o argumento de que a Autora tinha ciência de sua doença e omitiu na declaração de saúde, quando da contratação do plano de saúde. Diz que a cliente anuiu com o prazo de carência. 2. O Direito do Consumidor resgatou a dimensão humana do consumidor na medida em que passou a considerá-lo sujeito especial de direito, titular de direitos constitucionalmente protegidos. 3. Vida, saúde e segurança são bens jurídicos inalienáveis e indissociáveis do princípio universal maior da intangibilidade da dignidade da pessoa humana. É direito básico do consumidor, nos termos do artigo 6º, I, da legislação consumerista, a proteção de sua incolumidade física (right to safety). 4. As cláusulas estabelecidas pela operadora, para não serem consideradas abusivas - à luz do Código de Proteção e Defesa do Consumidor e da Lei nº 9.656/98 - devem se conformar aos parâmetros estabelecidos pelos supramencionados diplomas legais e pela agência reguladora do segmento - a ANS. 5. O ponto nodal da lide gira em torno da validade da cláusula contratual que estabelece prazos de carência, com base na qual a parte Ré sustentou a recusa da cirurgia, bem como se a parte autora tinha ciência de sua doença antes da contratação e quedou-se inerte. 6. Entende-se por carência o período seguinte à contratação do plano/seguro de saúde em que o contratante não teria direito a certas e determinadas coberturas. Nos casos de emergência e de urgência, nos termos da Lei nº 9.656/98, o prazo máximo de carência é de 24 horas. 7. Da leitura atenta dos autos, verifica-se que, atraída pela promoção do site da Aliança Administradora de Benefícios de Saúde Ltda. (index 000026), a Autora contratou o plano de saúde da ré, Unimed, em 06/03/2014, em razão da oferta do benefício de carência zero, para contratos realizados até 21/03/2014, às 16:00h. 8. Restou comprovado nos autos que, em 25/04/2014, a Autora ligou à Unimed, ocasião em que foi confirmada a isenção da carência, inclusive, para cirurgia bariátrica. Ainda, em 26/06/2014, em visita ao estabelecimento da operadora ré, houve nova confirmação da isenção da carência. Fatos estes não contestados pela Ré. 9. O Relatório Médico indicando a cirurgia, o risco cirúrgico e o pedido de autorização para cirurgia ocorreram julho de 2014, (index 00051). Causa, pois, estranheza, a Ré chamar a Autora para retificação de sua declaração de saúde em 06/08/2014 (index 00094), vale dizer, logo após o pedido de autorização para a cirurgia bariátrica. 10. Nada obstante na retificação da declaração a autora apontar sofrer de doença endocrinológica e se encontrar em tratamento médico, certo é que, no caso concreto, a parte Ré veiculou oferta de plano de saúde com o benefício de carência zero para os contratos realizados até 21/03/2014. Oferta esta confirmada por duas ocasiões à autora, inclusive, para cirurgia bariátrica. 11. A jurisprudência do Superior Tribunal de Justiça está pacificada no sentido de que é aplicada a parte ré, na qualidade de prestadora de serviços, a teoria do risco do empreendimento, segundo a qual todo aquele que exerce uma atividade oferecendo seus serviços à sociedade, responde pela sua qualidade e segurança, inserindo-se na cadeia de consumo e responsabilizando-se objetivamente por eventuais falhas. 12. O princípio da vinculação da oferta reflete a imposição da transparência e da boa-fé nos métodos comerciais, na publicidade e nos contratos, de forma que esta exsurge como princípio máximo orientador, nos termos do artigo 30 do Código de Proteção e Defesa do Consumidor. 13. Há de se entender que a oferta veiculada por meio do site da Alliance obriga a Unimed a fornecer o plano de saúde sem carência. 14. A Ré, ao celebrar o contrato em questão, criou legítimas expectativas na consumidora e, ao descumprir as ofertas veiculadas, tornou-se responsável pelos danos decorrentes. 15.O comportamento antijurídico da operadora de planos de assistência à saúde é, pois, causa eficiente, direta e imediata, dos danos reclamados na petição inicial. 16. O dano moral se verifica in re ipsa. 17. Penso que, no particular, nada obstante a cultura e o zelo da i. magistrada sentenciante MM. Juíza de Direito Silvia Regina Portes Criscuolo, na ótica deste Relator, não teria observado a condenação (R$ 6.000,00) o caráter punitivo-pedagógico de que deve se revestir a mesma, garantindo-se, destarte, a correta e destemida aplicação do princípio da efetividade, à luz da teoria do desestímulo. No entanto, diante da irresignação, tão somente, da Ré, impossível à majoração da verba compensatória, o que configuraria reformatio in pejus. 18. RECURSO CONHECIDO E DESPROVIDO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| APELAÇÃO CÍVEL. CONSUMIDOR. PLANO DE SAÚDE. NEGATIVA DE COBERTURA DE INTERNAÇÃO REALIZADA EM CARÁTER DE EMERGÊNCIA, SOB ALEGAÇÃO DE EXISTÊNCIA DE PERÍODO DE CARÊNCIA. CARÁTER EMERGENCIAL DA INTERNAÇÃO COMPROVADO. AFASTADA A NECESSIDADE DO CUMPRIMENTO DA CARÊNCIA. SENTENÇA DE PROCEDÊNCIA PARCIAL, AFASTANDO O PLEITO DE DANOS MORAIS. RECURSO EXCLUSIVO DA PARTE AUTORA, PLEITEANDO A CONDENAÇÃO DA RÉ EM DANOS MORAIS. FALHA NA PRESTAÇÃO DO SERVIÇO RECONHECIDA. DANOS MORAIS CONFIGURADOS. ¿A RECUSA INDEVIDA DE TRATAMENTO MÉDICO - NOS CASOS DE URGÊNCIA - AGRAVA A SITUAÇÃO PSICOLÓGICA E GERA AFLIÇÃO, QUE ULTRAPASSAM OS MEROS DISSABORES, CARACTERIZANDO O DANO MORAL INDENIZÁVEL.¿ (AGRG NO ARESP 213.169/RS, REL. MINISTRO LUIS FELIPE SALOMÃO, QUARTA TURMA, JULGADO EM 04/10/2012, DJE 11/10/2012). SÚMULA 209 TJRJ. VERBA FIXADA NO PATAMAR DE R$ 10.000,00 (DEZ MIL REAIS), EM ATENÇÃO AOS PRINCÍPIOS DA RAZOABILIDADE E DA PROPORCIONALIDADE, E AOS VALORES USUALMENTE PRATICADOS POR ESTE TRIBUNAL. RECURSO PROVIDO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| AGRAVO DE INSTRUMENTO. PLANO DE SAÚDE. RELAÇÃO DE CONSUMO. DECISÃO QUE CORRETAMENTE ANTECIPOU OS EFEITOS DA TUTELA. URGÊNCIA DA INTERNAÇÃO. LAUDO MÉDICO. Agravada que se encontra grávida de 10 semanas, com quadro infeccioso, necessitando com urgência de internação hospitalar em centro de Terapia Intensiva (CTI) devido à gravidade do quadro clínico. Inconsistência da negativa de autorização no sentido de que não fora cumprido o período de carência. Expressa previsão no art. 35-C, inciso II da lei 9.656/98 de que é obrigatória a cobertura do atendimento nos casos de urgência, assim entendidos os resultantes de complicações no processo gestacional. Probabilidade do direito evidente. Laudo Médico. Risco de dano irreparável à saúde e vida da segurada, que se sobrepõe à possibilidade de irreversibilidade da medida. Multa diária pelo descumprimento, no valor de R$ 10.000,00, que tem como escopo promover a efetividade da decisão judicial. Montante compatível com o fim almejado, o de evitar maiores complicações à saúde da Agravada e seu bebê, atendendo ao caráter coercitivo do instituto. RECURSO DESPROVIDO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA|" APELAÇÃO CÍVEL. CONSUMIDOR. PLANO DE SAÚDE. IN CASU, A CONTROVÉRSIA SE RESTRINGE À OBRIGAÇÃO OU NÃO DA PARTE RÉ TER QUE CUSTEAR O TRATAMENTO MÉDICO DA AUTORA QUANDO O PLANO AINDA ESTAVA NO PERÍODO DE CARÊNCIA PARCIAL, BEM COMO A EXISTÊNCIA DE DANO MORAL PELA RECUSA DA REALIZAÇÃO DA CIRURGIA. LAUDO MÉDICO COMPROVANDO QUE A AUTORA ERA PORTADORA DE HÉRNIA DE DISCO NA L4-L5, L5-S1 E NECESSITAVA DOS PROCEDIMENTOS REQUERIDOS NA INICIAL. A SENTENÇA JULGOU PROCEDENTE O PEDIDO, CONFIRMANDO A TUTELA ANTECIPADA DEFERIDA, CONDENANDO A RÉ A PAGAR À AUTORA O VALOR DE R$ 5.000,00 (CINCO MIL REAIS) A TÍTULO DE DANO MORAL. Na presente hipótese, a negativa de autorização sob o fundamento de que não fora cumprido o prazo de carência é inconsistente, ante a expressa previsão no art. 35-C, inciso II da lei 9.656/98 de que é obrigatória a cobertura do atendimento nos casos de urgência. Outrossim, apesar do contrato relativo ao plano de saúde estabelecer período de carência, tal lapso temporal não pode ser exigido do consumidor em caso de urgência ou emergência, conforme determina o, art. 12, V, ""c"", da Lei 9.656/ 98. A injusta recusa da cobertura do plano de saúde colocou em risco a vida da consumidora, o que ultrapassa, e muito, o mero aborrecimento. Dano moral devidamente fixado, sendo certo que foram observados os Princípios da razoabilidade e proporcionalidade. Honorários recursais fixados em favor do patrono da autora, na forma do artigo 85, §1º, do novo CPC. "
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| APELAÇÃO CÍVEL. CONSUMIDOR. PLANO DE SAÚDE. NEGATIVA DE INTERNAÇÃO SOB A ALEGAÇÃO DE FALTA DE CUMPRIMENTO DO PRAZO DE CARÊNCIA. SENTENÇA DE PROCEDÊNCIA PARCIAL CONFIRMANDO A TUTELA DE URGÊNCIA E INDEFERINDO O DANO MORAL. REFORMA DO JULGADO PARA RECONHECER O DANO MORAL. Ante a interposição de recurso somente pela parte autora tem-se como incontroversa a falha na prestação do serviço pela empresa ré, cingindo-se a discussão neste âmbito recursal apenas quanto à existência de danos morais advindos da negativa de internação ao argumento de não ter sido cumprido o prazo de carência estabelecido contratualmente. O magistrado a quo não reconheceu o dano moral ao fundamento de que o caso se trata de mera divergência acerca de cláusulas contratuais, inexistindo qualquer violação a honra objetiva da autora. Nesse ponto, o julgado deve ser reformado. A Lei que regulamenta os planos e seguros de assistência privada de saúde determina a cobertura completa em casos de emergência, independente do período de carência, conforme dispõe o art. 35-C da Lei 9656/98. Não obstante a previsão de carência, a ela não se submete o atendimento em situação de urgência e/ou emergência (mitigação de sua aplicação), devendo se destacar que no caso presente a autora deu entrada na emergência do hospital, sendo diagnosticada com quadro de dor torácica, dispneia, tontura, hemiparesia à esquerda (Infarto Agudo do Miocárdio ou Ataque Isguêmico Transitório), necessitando de internação de urgência em Centro de Terapia Intensiva (CTI) para suporte neurológico e investigação diagnóstica, conforme se verifica do Relatório Médico acostado à fl. 10. Nessa esteira, dúvidas não subsistem de que a empresa de saúde ré, com tal comportamento, violou direitos fundamentais e constitucionais, à saúde, à vida e à dignidade da pessoa humana, mormente quando existe risco imediato de vida ou de lesões irreparáveis para o paciente, como no caso dos autos, não podendo a prestadora/fornecedora de serviços determinar restrições à sua responsabilidade contratual, sob pena de infringir o disposto no artigo 51, do CDC. Enunciado nº 302 do STJ. A configuração do dano moral na hipótese vertente, incorre in re ipsa, dispensando comprovação de sofrimento físico ou psíquico, sofrimento esse claramente demonstrado nos autos diante do risco iminente de morte da autora caso não se providenciasse com a urgência a internação. Verbetes 209 e 337 deste E. Tribunal. Nesse contexto, o dano imaterial deve ser reconhecido e o valor da reparação fixado em R$ 10.000,00 (dez mil reais), em atenção aos princípios da razoabilidade e proporcionalidade, quantum que se afigura justo e condizente com os princípios supramencionados, atendendo, ainda, ao caráter punitivo-pedagógico do instituto, sem, contudo, representar enriquecimento ilícito, alinhando-se, ademais, ao que vem sendo aplicado por este Tribunal em casos análogos. PROVIMENTO DO RECURSO DA JULGAR PROCEDENTE A PRETENSÃO PROCESSUAL AUTORA A FIM DE REPARATÓRIA PARA CONDENAR A RÉ AO PAGAMENTO DE R$10.000,00 (DEZ MIL REAIS) POR DANO DE ORDEM MORAL COM CORREÇÃO MONETÁRIA A CONTAR DESTA DATA E JUROS DE MORA DE 1% DESDE A CITAÇÃO. 
SEGURO E PLANO DE SAÚDE – NEGATIVA DE COBERTURA EM PERÍODO DE CARÊNCIA| APELAÇÃO CÍVEL. PLANO DE SAÚDE. MODALIDADE AUTOGESTÃO. NEGATIVA DE COBERTURA DE INTERNAÇÃO DE EMERGÊNCIA EM ESTABELECIMENTO HOSPITALAR. DOENÇA PREEXISTENTE. PERÍODO DE CARÊNCIA NÃO APLICADO. ILEGALIDADE DA RECUSA DE COBERTURA. DANO MORAL CONFIGURADO. MANUTENÇÃO DA SENTENÇA. Apesar da validade da cláusula constante de contratos de planos de saúde que restringe direitos, a mesma não pode ser aplicada quando houver risco de lesões irreversíveis ao paciente por força do disposto no art. 35-C da Lei 9.656/98 que exclui a incidência de qualquer prazo de carência quando se tratar de urgência ou emergência. Comprovada a situação de risco é obrigatória a cobertura para tratamento, sem carência ainda que a se trata de operadora de autogestão e a doença seja preexistente. Situação de emergência demonstrada por atestado médico. Ilegalidade da negativa de cobertura de internação de emergência. Dano moral configurado. Manutenção. Conhecimento e desprovimento dos recursos. 
